Date,Open_AMGN,High_AMGN,Low_AMGN,Close_AMGN,Volume_AMGN,AdjClose_AMGN
2015-06-08,157.300003,158.470001,155.630005,156.470001,2081700,152.884546
2015-06-09,156.550003,157.110001,153.910004,154.800003,2766000,151.252815
2015-06-10,153.399994,155.880005,150.850006,155.550003,5972800,151.985629
2015-06-11,157.910004,158.970001,156.440002,157.960007,3633400,154.340409
2015-06-12,157.229996,157.740005,155.009995,156.119995,2398100,152.54256
2015-06-15,154.75,156.369995,153.570007,156.100006,2585200,152.523029
2015-06-16,155.809998,156.809998,155.089996,156.229996,1723300,152.65004
2015-06-17,156.860001,156.979996,154.880005,155.649994,3008600,152.083329
2015-06-18,156.330002,160.770004,156.309998,160.119995,3454500,156.450902
2015-06-19,160.130005,162.229996,159.770004,160.720001,5182000,157.037159
2015-06-22,161.619995,163.259995,161.449997,162.220001,1926600,158.502787
2015-06-23,163.449997,163.5,161.039993,161.690002,2451800,157.984933
2015-06-24,161.529999,161.839996,159.279999,159.889999,2522600,156.226176
2015-06-25,160.820007,160.839996,158.020004,158.759995,2411400,155.122065
2015-06-26,159.410004,159.789993,157.229996,158.020004,3537900,154.399031
2015-06-29,156.630005,157.960007,151.429993,151.600006,4784800,148.126145
2015-06-30,153.240005,154.220001,151.509995,153.520004,3893300,150.002147
2015-07-01,154.940002,155.75,153.429993,154.990005,2299100,151.438464
2015-07-02,155.149994,155.570007,153.009995,153.259995,2119800,149.748096
2015-07-06,152.139999,156.070007,151.889999,154.5,2773500,150.959687
2015-07-07,155.25,155.699997,152.179993,155.389999,2253200,151.829292
2015-07-08,154.110001,154.850006,151.929993,152.309998,2393500,148.819868
2015-07-09,152.440002,153.899994,151.039993,151.309998,4146300,147.842782
2015-07-10,153.990005,154.529999,152.490005,154.100006,3976600,150.568859
2015-07-13,155.279999,156.559998,154.919998,155.759995,1803400,152.190809
2015-07-14,156.339996,160.309998,155.759995,159.320007,3624800,155.669245
2015-07-15,160.460007,162.550003,159.580002,160.449997,2618600,156.773342
2015-07-16,161.729996,163.75,161.070007,163.039993,2487500,159.303989
2015-07-17,163.050003,163.5,160.600006,163.270004,3248500,159.52873
2015-07-20,163.559998,165.399994,162.889999,164.339996,2692400,160.574203
2015-07-21,164.720001,165.320007,162.369995,163.699997,2690000,159.948869
2015-07-22,161.470001,164.679993,161.470001,164.25,2106900,160.486269
2015-07-23,165.0,165.119995,162.789993,164.100006,1716300,160.339712
2015-07-24,162.110001,163.729996,157.210007,158.589996,4410700,154.955962
2015-07-27,159.369995,165.940002,159.160004,165.539993,5757200,161.746703
2015-07-28,166.119995,174.800003,166.119995,172.740005,8553600,168.781729
2015-07-29,172.919998,173.679993,169.119995,171.470001,5112300,167.540826
2015-07-30,170.089996,172.479996,168.210007,171.690002,4044100,167.755786
2015-07-31,177.5,181.809998,176.0,176.589996,7289400,172.543499
2015-08-03,176.800003,177.050003,174.020004,175.589996,2922600,171.566413
2015-08-04,175.789993,176.220001,173.619995,174.800003,2474200,170.794523
2015-08-05,175.529999,177.520004,175.380005,176.440002,2146700,172.396942
2015-08-06,176.940002,176.960007,168.25,169.660004,3775400,165.772304
2015-08-07,169.669998,172.470001,166.399994,172.309998,4156000,168.361575
2015-08-10,172.899994,174.690002,170.449997,170.600006,2729600,166.690767
2015-08-11,169.669998,169.729996,166.889999,168.559998,2924900,164.697505
2015-08-12,167.690002,171.190002,164.619995,170.619995,4486400,166.710298
2015-08-13,170.5,170.990005,168.029999,168.580002,1897000,165.483272
2015-08-14,168.089996,169.630005,166.660004,167.720001,2704500,164.639069
2015-08-17,167.050003,169.889999,166.0,169.789993,1988800,166.671037
2015-08-18,170.009995,170.240005,167.100006,167.720001,2273400,164.639069
2015-08-19,166.820007,167.720001,164.449997,166.570007,3139800,163.5102
2015-08-20,164.330002,165.5,161.029999,161.149994,3491800,158.18975
2015-08-21,158.970001,163.919998,155.190002,155.190002,6208400,152.33924
2015-08-24,145.330002,154.419998,140.0,147.639999,8697500,144.927927
2015-08-25,152.5,153.880005,144.880005,145.190002,6701100,142.522935
2015-08-26,151.229996,154.110001,147.130005,153.979996,5251300,151.151461
2015-08-27,154.880005,157.100006,151.360001,155.720001,4910500,152.859503
2015-08-28,156.380005,158.0,153.710007,155.889999,4649300,153.026379
2015-08-31,155.330002,156.350006,151.300003,151.779999,4354500,148.991877
2015-09-01,149.229996,150.990005,146.949997,147.460007,5523000,144.751241
2015-09-02,149.070007,152.350006,147.25,152.289993,4339100,149.492503
2015-09-03,152.679993,154.119995,148.929993,149.229996,2868400,146.488716
2015-09-04,147.490005,148.960007,145.75,147.020004,3362800,144.319321
2015-09-08,151.600006,154.660004,151.0,154.559998,4508400,151.720808
2015-09-09,156.190002,156.759995,150.619995,151.080002,2987600,148.304738
2015-09-10,150.839996,154.320007,150.559998,153.139999,3477900,150.326895
2015-09-11,152.050003,153.449997,150.929993,153.210007,2422700,150.395616
2015-09-14,153.889999,153.889999,150.050003,151.0,2896200,148.226206
2015-09-15,152.020004,152.789993,150.240005,152.139999,2560200,149.345264
2015-09-16,151.970001,152.880005,148.470001,151.179993,4004200,148.402892
2015-09-17,151.699997,156.339996,151.0,153.910004,3519500,151.082754
2015-09-18,151.119995,153.369995,149.029999,150.589996,6487300,147.823734
2015-09-21,151.970001,152.800003,146.320007,147.089996,4702600,144.388027
2015-09-22,145.0,146.779999,142.820007,145.929993,4518000,143.249332
2015-09-23,146.080002,147.039993,144.029999,145.720001,2785400,143.043198
2015-09-24,144.720001,145.630005,141.360001,143.509995,3519200,140.873788
2015-09-25,146.059998,146.75,136.759995,138.529999,5243700,135.985273
2015-09-28,137.990005,138.190002,130.089996,132.240005,7514700,129.810823
2015-09-29,132.0,138.0,131.429993,133.820007,6251500,131.361801
2015-09-30,136.660004,139.25,135.860001,138.320007,6209500,135.779139
2015-10-01,138.550003,140.639999,136.600006,140.229996,4675900,137.654041
2015-10-02,138.259995,142.539993,135.639999,142.470001,4803500,139.852899
2015-10-05,144.0,144.910004,142.220001,143.800003,4367100,141.158469
2015-10-06,142.119995,143.369995,138.059998,141.220001,4818600,138.625861
2015-10-07,142.649994,148.309998,140.240005,148.050003,8002400,145.330399
2015-10-08,147.679993,150.990005,145.029999,149.899994,6638500,147.146407
2015-10-09,149.25,150.75,148.009995,149.589996,3080900,146.842104
2015-10-12,152.779999,155.119995,151.630005,153.029999,5473000,150.218915
2015-10-13,151.539993,152.979996,147.440002,147.580002,4143900,144.869032
2015-10-14,148.380005,150.929993,147.130005,147.809998,3197400,145.094802
2015-10-15,147.449997,152.779999,146.970001,152.539993,3269600,149.737911
2015-10-16,153.190002,154.119995,150.580002,152.610001,4786100,149.806632
2015-10-19,152.610001,156.139999,152.460007,154.470001,3271700,151.632465
2015-10-20,154.190002,155.0,149.470001,150.449997,3385300,147.686306
2015-10-21,152.369995,152.75,147.300003,150.089996,3832600,147.332919
2015-10-22,152.100006,152.940002,148.570007,152.309998,4079800,149.51214
2015-10-23,153.610001,156.199997,151.860001,155.75,3657300,152.888951
2015-10-26,156.0,159.910004,154.649994,158.580002,4346600,155.666967
2015-10-27,158.580002,162.119995,157.830002,161.979996,3877200,159.004505
2015-10-28,162.720001,162.869995,158.729996,162.669998,4878900,159.681832
2015-10-29,164.990005,165.0,158.940002,160.580002,4870200,157.630228
2015-10-30,161.059998,162.0,158.130005,158.179993,4589700,155.274306
2015-11-02,159.009995,162.75,158.369995,162.309998,3222500,159.328445
2015-11-03,160.970001,163.149994,160.5,162.460007,2411500,159.475698
2015-11-04,162.850006,163.990005,160.770004,161.880005,3059500,158.906351
2015-11-05,162.199997,162.479996,158.820007,161.220001,2202400,158.258471
2015-11-06,160.869995,160.869995,156.839996,160.460007,3344000,157.512437
2015-11-09,159.75,160.610001,158.320007,159.630005,2722200,156.697682
2015-11-10,160.25,161.169998,158.050003,158.369995,2871300,155.460818
2015-11-11,159.259995,159.570007,156.759995,156.860001,1920400,153.978561
2015-11-12,155.940002,157.699997,150.820007,150.979996,4767200,148.956762
2015-11-13,150.679993,153.520004,148.0,151.550003,3855000,149.519131
2015-11-16,152.020004,154.779999,151.100006,154.5,2443200,152.429596
2015-11-17,154.910004,159.130005,153.699997,157.600006,3644300,155.48806
2015-11-18,158.110001,161.119995,156.350006,160.919998,2975800,158.763562
2015-11-19,159.889999,161.520004,158.830002,159.490005,2041000,157.352732
2015-11-20,160.740005,161.339996,159.550003,159.910004,2728000,157.767102
2015-11-23,159.630005,163.130005,159.630005,162.470001,4168400,160.292794
2015-11-24,161.009995,163.339996,161.0,162.779999,3687000,160.598637
2015-11-25,163.050003,164.589996,162.710007,163.949997,2134200,161.752957
2015-11-27,164.759995,165.0,163.139999,163.520004,1052400,161.328726
2015-11-30,163.490005,164.0,160.360001,161.100006,2982600,158.941157
2015-12-01,162.710007,163.429993,160.520004,161.979996,2429000,159.809355
2015-12-02,161.619995,162.389999,160.100006,160.520004,2871600,158.368928
2015-12-03,160.270004,160.520004,153.710007,154.649994,4468600,152.57758
2015-12-04,154.960007,161.949997,154.949997,161.429993,3920900,159.266722
2015-12-07,162.910004,162.970001,157.539993,158.300003,3566700,156.178676
2015-12-08,156.610001,160.669998,156.039993,159.350006,2249200,157.214609
2015-12-09,158.350006,159.809998,156.119995,157.889999,2995600,155.774167
2015-12-10,158.970001,160.850006,157.0,159.669998,2814000,157.530313
2015-12-11,157.820007,158.779999,154.789993,155.149994,3005700,153.070879
2015-12-14,155.979996,158.339996,153.429993,158.110001,2780600,155.99122
2015-12-15,161.649994,164.449997,161.559998,162.619995,5336000,160.440778
2015-12-16,164.309998,165.229996,162.100006,164.580002,3923600,162.374519
2015-12-17,164.580002,164.990005,159.809998,161.429993,3699400,159.266722
2015-12-18,160.5,161.820007,158.619995,158.800003,6227000,156.671976
2015-12-21,159.880005,160.380005,157.380005,159.279999,3818900,157.145539
2015-12-22,160.5,163.369995,160.039993,162.300003,3125500,160.125074
2015-12-23,163.029999,163.5,161.649994,162.720001,2202100,160.539444
2015-12-24,163.699997,164.360001,162.220001,163.550003,943000,161.358323
2015-12-28,162.910004,163.130005,160.600006,161.729996,1513000,159.562705
2015-12-29,162.919998,164.960007,162.050003,164.440002,2171100,162.236396
2015-12-30,164.630005,164.75,162.910004,163.289993,1493000,161.101797
2015-12-31,162.149994,164.110001,162.050003,162.330002,1775900,160.15467
2016-01-04,159.0,159.220001,156.089996,158.339996,5083200,156.218134
2016-01-05,159.0,160.210007,157.25,158.169998,2678900,156.050414
2016-01-06,155.009995,157.929993,154.899994,156.720001,3826900,154.619848
2016-01-07,153.059998,156.449997,152.889999,152.979996,4162500,150.929961
2016-01-08,153.119995,154.860001,150.460007,150.710007,4179600,148.690391
2016-01-11,151.330002,151.589996,144.169998,147.690002,4747400,145.710857
2016-01-12,148.429993,151.240005,146.919998,150.789993,4410600,148.769306
2016-01-13,151.139999,152.830002,145.279999,145.460007,3982100,143.510745
2016-01-14,146.020004,155.300003,144.570007,153.160004,5649000,151.107556
2016-01-15,147.690002,152.300003,147.690002,151.300003,6213000,149.272481
2016-01-19,153.449997,154.619995,148.229996,151.300003,4382200,149.272481
2016-01-20,149.0,156.839996,148.050003,155.020004,7338600,152.942632
2016-01-21,154.75,155.020004,150.240005,152.779999,4674000,150.732644
2016-01-22,156.449997,156.960007,154.240005,156.080002,4577300,153.988425
2016-01-25,156.179993,158.0,153.0,153.429993,4765100,151.373927
2016-01-26,152.779999,155.229996,151.089996,153.779999,3645500,151.719243
2016-01-27,154.889999,154.889999,148.869995,150.470001,3752300,148.453602
2016-01-28,151.100006,151.710007,145.419998,148.350006,4246500,146.362016
2016-01-29,149.399994,153.0,145.25,152.729996,7174400,150.683311
2016-02-01,151.309998,153.720001,149.339996,152.75,4602200,150.703047
2016-02-02,150.479996,151.490005,148.479996,150.110001,3881400,148.098425
2016-02-03,150.5,151.179993,147.070007,150.690002,4530600,148.670655
2016-02-04,150.5,151.960007,148.800003,149.910004,3685200,147.901109
2016-02-05,148.929993,149.389999,143.690002,145.039993,6451900,143.09636
2016-02-08,143.5,144.570007,140.160004,143.0,4627300,141.083704
2016-02-09,141.020004,145.630005,140.820007,143.160004,4211100,141.241563
2016-02-10,145.210007,147.130005,143.960007,144.809998,4273500,142.869446
2016-02-11,140.759995,143.490005,140.039993,141.460007,4374400,140.534824
2016-02-12,143.130005,144.970001,141.139999,144.720001,3218000,143.773498
2016-02-16,146.889999,148.059998,145.679993,147.149994,3371300,146.187598
2016-02-17,148.300003,151.520004,147.399994,151.070007,3811100,150.081973
2016-02-18,150.789993,152.360001,149.080002,149.300003,2892100,148.323545
2016-02-19,148.979996,151.759995,148.259995,150.119995,2796800,149.138174
2016-02-22,148.720001,149.770004,146.940002,148.559998,4603300,147.58838
2016-02-23,148.149994,149.720001,146.860001,147.259995,3315200,146.296879
2016-02-24,145.5,147.270004,143.910004,147.110001,3316100,146.147866
2016-02-25,147.360001,148.389999,145.259995,146.75,3446800,145.79022
2016-02-26,148.509995,149.5,146.949997,147.600006,3411500,146.634667
2016-02-29,146.960007,147.669998,142.220001,142.279999,5193800,141.349454
2016-03-01,144.300003,148.449997,142.279999,148.389999,4477700,147.419493
2016-03-02,148.0,148.630005,146.210007,147.490005,3689900,146.525386
2016-03-03,147.220001,147.289993,145.320007,145.839996,2988900,144.886168
2016-03-04,147.029999,147.300003,144.539993,145.979996,3471400,145.025252
2016-03-07,144.979996,147.869995,144.759995,147.309998,3278800,146.346555
2016-03-08,146.889999,147.0,144.320007,144.630005,3064100,143.68409
2016-03-09,144.0,144.080002,139.910004,140.899994,6075400,139.978474
2016-03-10,142.059998,143.479996,139.020004,141.029999,4572900,140.107629
2016-03-11,142.949997,144.990005,142.169998,144.570007,4861700,143.624485
2016-03-14,143.860001,145.309998,143.190002,144.619995,3013800,143.674146
2016-03-15,144.839996,145.300003,142.800003,143.210007,3034200,142.273379
2016-03-16,143.0,147.0,141.929993,143.979996,6104700,143.038332
2016-03-17,143.720001,145.800003,141.839996,144.130005,4899700,143.18736
2016-03-18,144.970001,146.399994,142.509995,145.509995,6802600,144.558324
2016-03-21,145.300003,147.949997,145.020004,147.009995,3176800,146.048514
2016-03-22,147.050003,150.990005,146.830002,150.619995,4213900,149.634904
2016-03-23,150.309998,151.910004,148.139999,148.759995,3107600,147.787069
2016-03-24,148.759995,150.949997,147.600006,149.240005,3025800,148.26394
2016-03-28,149.320007,150.360001,147.320007,148.369995,2111000,147.39962
2016-03-29,148.460007,149.690002,146.800003,149.490005,2735700,148.512305
2016-03-30,149.610001,150.880005,148.300003,149.479996,2324500,148.502361
2016-03-31,149.330002,150.960007,149.130005,149.929993,2799600,148.949415
2016-04-01,150.020004,154.440002,149.100006,154.160004,3972200,153.15176
2016-04-04,154.0,155.960007,153.699997,154.660004,2314200,153.64849
2016-04-05,153.679993,155.160004,152.619995,152.949997,2604600,151.949667
2016-04-06,154.240005,159.850006,153.520004,159.660004,4067000,158.615789
2016-04-07,159.050003,159.979996,156.570007,157.380005,3363900,156.350702
2016-04-08,158.240005,159.0,155.419998,156.460007,2522100,155.436721
2016-04-11,156.399994,157.75,155.279999,156.389999,2732800,155.367171
2016-04-12,156.139999,159.199997,156.110001,158.600006,2763400,157.562724
2016-04-13,159.020004,160.889999,158.229996,160.059998,3860600,159.013167
2016-04-14,159.809998,160.770004,159.369995,160.119995,2406800,159.072772
2016-04-15,160.149994,160.389999,158.460007,160.130005,2824300,159.082716
2016-04-18,159.490005,162.100006,159.399994,161.699997,2081100,160.64244
2016-04-19,160.800003,162.5,160.339996,162.100006,2693000,161.039833
2016-04-20,163.020004,163.839996,161.800003,162.759995,2374300,161.695505
2016-04-21,162.440002,164.539993,162.029999,164.350006,2348400,163.275118
2016-04-22,164.520004,164.699997,162.179993,163.190002,2757200,162.122701
2016-04-25,163.149994,163.75,162.240005,163.460007,1596300,162.390939
2016-04-26,163.389999,163.910004,162.020004,162.850006,2156600,161.784928
2016-04-27,162.720001,162.899994,160.5,161.0,2729500,159.947022
2016-04-28,160.220001,163.679993,159.360001,160.559998,3354100,159.509897
2016-04-29,159.389999,161.919998,156.380005,158.300003,5386600,157.264683
2016-05-02,158.619995,159.419998,157.210007,158.990005,2433700,157.950173
2016-05-03,158.369995,158.460007,156.0,156.350006,2862900,155.32744
2016-05-04,155.279999,155.860001,153.529999,154.179993,3048400,153.171619
2016-05-05,154.130005,156.210007,153.360001,154.25,2325400,153.241168
2016-05-06,153.490005,154.449997,151.360001,153.190002,3004800,152.188103
2016-05-09,153.699997,156.080002,153.020004,155.410004,2990100,154.393585
2016-05-10,155.949997,157.5,154.949997,157.240005,2585000,156.211618
2016-05-11,157.729996,158.25,154.089996,154.179993,2741800,153.171619
2016-05-12,154.679993,155.0,151.970001,152.899994,2981600,151.899991
2016-05-13,151.220001,154.080002,151.220001,152.350006,2451200,152.350006
2016-05-16,152.350006,153.860001,151.699997,153.270004,2415100,153.270004
2016-05-17,152.449997,152.910004,149.440002,150.110001,4486500,150.110001
2016-05-18,149.910004,151.429993,149.210007,150.830002,3234500,150.830002
2016-05-19,149.449997,150.229996,147.119995,148.669998,3023600,148.669998
2016-05-20,148.919998,151.710007,148.649994,150.179993,3075800,150.179993
2016-05-23,150.039993,150.75,149.149994,149.300003,1533500,149.300003
2016-05-24,150.710007,152.940002,150.389999,152.720001,2579200,152.720001
2016-05-25,153.539993,155.839996,153.149994,155.570007,3053100,155.570007
2016-05-26,154.919998,156.279999,154.550003,155.550003,1707600,155.550003
2016-05-27,156.199997,156.880005,155.110001,156.740005,1364000,156.740005
2016-05-31,157.419998,158.429993,156.860001,157.949997,3182000,157.949997
2016-06-01,157.610001,158.839996,156.669998,158.050003,1716400,158.050003
2016-06-02,158.229996,159.869995,157.949997,159.869995,2386300,159.869995
2016-06-03,159.860001,159.990005,156.820007,159.190002,2138600,159.190002
