Date,Open_CAT,High_CAT,Low_CAT,Close_CAT,Volume_CAT,AdjClose_CAT
2015-06-09,86.459999,87.620003,86.419998,86.730003,3984900,83.125293
2015-06-10,87.449997,88.709999,87.360001,88.480003,4717100,84.802559
2015-06-11,88.620003,88.760002,87.919998,88.169998,2872900,84.505438
2015-06-12,87.949997,88.410004,87.57,87.849998,2212800,84.198738
2015-06-15,87.139999,87.389999,86.349998,87.129997,2721000,83.508662
2015-06-16,86.790001,87.019997,86.239998,86.589996,2895000,82.991105
2015-06-17,86.889999,87.550003,86.32,87.25,3402800,83.623677
2015-06-18,86.830002,87.739998,86.830002,87.440002,3372600,83.805783
2015-06-19,87.269997,87.959999,87.150002,87.519997,3910900,83.882452
2015-06-22,87.970001,88.32,87.709999,88.269997,3648600,84.60128
2015-06-23,88.419998,88.620003,88.010002,88.449997,2539000,84.773799
2015-06-24,88.790001,88.809998,88.07,88.169998,3413600,84.505438
2015-06-25,88.220001,88.330002,86.660004,86.720001,3239100,83.115707
2015-06-26,86.5,86.949997,85.809998,86.82,4387300,83.211549
2015-06-29,86.220001,86.739998,85.099998,85.300003,4747300,81.754727
2015-06-30,86.089996,86.25,84.800003,84.82,4077900,81.294674
2015-07-01,85.389999,85.449997,83.540001,83.949997,5296200,80.46083
2015-07-02,84.529999,84.779999,83.849998,84.379997,2582200,80.872959
2015-07-06,83.650002,84.150002,82.730003,83.150002,4896600,79.694085
2015-07-07,82.989998,84.120003,81.849998,83.989998,5192000,80.499169
2015-07-08,83.050003,83.230003,81.760002,82.269997,4325100,78.850655
2015-07-09,83.43,83.699997,81.459999,81.690002,4570700,78.294767
2015-07-10,82.639999,82.910004,81.870003,82.150002,3495000,78.735647
2015-07-13,82.870003,84.029999,82.68,83.639999,4228500,80.163717
2015-07-14,83.529999,84.68,83.519997,84.459999,3797700,80.949636
2015-07-15,84.550003,84.860001,83.75,84.160004,3661700,80.662109
2015-07-16,84.75,84.889999,83.410004,83.760002,3686000,81.020001
2015-07-17,83.550003,83.650002,82.760002,83.160004,2931500,80.43963
2015-07-20,83.059998,83.290001,82.139999,82.25,4291400,79.559395
2015-07-21,81.800003,82.889999,81.25,82.220001,4691900,79.530378
2015-07-22,81.0,81.120003,79.150002,79.760002,10180700,77.150852
2015-07-23,77.699997,79.040001,76.650002,76.879997,13909900,74.365059
2015-07-24,76.910004,77.089996,75.849998,76.099998,9175900,73.610576
2015-07-27,75.18,75.720001,74.769997,75.32,10269600,72.856093
2015-07-28,75.919998,78.150002,75.790001,77.779999,15699000,75.235619
2015-07-29,77.300003,77.459999,76.510002,77.330002,13794800,74.800343
2015-07-30,76.980003,78.370003,76.68,78.349998,7386200,75.786973
2015-07-31,78.599998,79.040001,78.150002,78.629997,6203600,76.057812
2015-08-03,78.419998,78.43,76.75,77.260002,6443300,74.732633
2015-08-04,77.330002,77.860001,76.32,76.599998,5822300,74.09422
2015-08-05,77.5,77.919998,76.720001,76.879997,4581900,74.365059
2015-08-06,76.980003,77.650002,76.18,77.459999,5609500,74.926087
2015-08-07,77.519997,78.150002,76.940002,77.290001,7851300,74.76165
2015-08-10,78.040001,80.309998,77.900002,80.160004,9041600,77.537768
2015-08-11,78.730003,78.93,77.230003,78.040001,8992500,75.487116
2015-08-12,77.309998,79.120003,76.919998,78.919998,7236800,76.338326
2015-08-13,78.550003,78.580002,77.699997,77.760002,5662500,75.216277
2015-08-14,77.660004,78.730003,77.599998,78.489998,3811500,75.922392
2015-08-17,78.129997,78.639999,77.209999,78.540001,5226800,75.97076
2015-08-18,78.510002,79.0,78.18,78.82,5146400,76.241599
2015-08-19,78.25,78.540001,77.050003,77.410004,5862700,74.877727
2015-08-20,77.279999,77.830002,76.410004,76.410004,7767300,73.91044
2015-08-21,75.940002,76.300003,74.959999,75.0,11805500,72.546561
2015-08-24,71.82,74.879997,70.230003,72.82,15209300,70.437874
2015-08-25,75.220001,75.489998,72.029999,72.059998,9427200,69.702734
2015-08-26,73.82,74.080002,72.529999,73.870003,8288100,71.453529
2015-08-27,75.040001,76.220001,74.230003,75.660004,8537700,73.184974
2015-08-28,75.190002,76.019997,74.629997,75.949997,6649500,73.465481
2015-08-31,75.32,76.769997,74.900002,76.440002,7019600,73.939457
2015-09-01,74.5,75.940002,74.459999,74.900002,9053100,72.449834
2015-09-02,75.900002,76.160004,74.949997,76.099998,5325900,73.610576
2015-09-03,75.949997,76.010002,73.779999,74.449997,11077100,72.01455
2015-09-04,73.0,73.660004,72.349998,73.099998,12007300,70.708713
2015-09-08,74.580002,74.620003,73.559998,74.300003,5647800,71.869463
2015-09-09,75.0,75.199997,72.779999,72.959999,5859200,70.573294
2015-09-10,72.889999,73.309998,72.029999,72.419998,6109100,70.050958
2015-09-11,72.230003,72.919998,71.879997,72.629997,4413800,70.254087
2015-09-14,72.349998,72.889999,72.010002,72.769997,4231800,70.389507
2015-09-15,73.019997,74.739998,72.650002,74.580002,5109400,72.140302
2015-09-16,74.849998,75.870003,74.580002,75.639999,5225800,73.165624
2015-09-17,75.400002,75.68,73.910004,74.059998,7745000,71.637308
2015-09-18,73.330002,73.5,71.610001,71.860001,9260100,69.509279
2015-09-21,72.300003,72.839996,71.910004,72.160004,7594900,69.799468
2015-09-22,71.120003,71.800003,70.639999,71.68,5717300,69.335167
2015-09-23,71.669998,71.809998,70.160004,70.199997,4754300,67.903578
2015-09-24,66.199997,66.699997,64.650002,65.800003,22589600,63.647519
2015-09-25,65.0,65.769997,64.739998,64.980003,12365100,62.854344
2015-09-28,64.239998,64.32,62.990002,63.790001,12572000,61.703269
2015-09-29,63.650002,65.389999,63.599998,64.309998,8784400,62.206256
2015-09-30,64.949997,65.639999,64.150002,65.360001,7850300,63.22191
2015-10-01,65.629997,66.099998,63.610001,64.389999,7933000,62.28364
2015-10-02,63.790001,65.730003,63.099998,65.699997,8782700,63.550785
2015-10-05,66.690002,69.480003,66.519997,69.18,10661900,66.916948
2015-10-06,69.540001,71.150002,69.080002,70.82,9664100,68.503299
2015-10-07,71.360001,72.709999,69.150002,70.379997,8307700,68.07769
2015-10-08,70.32,72.18,69.849998,71.839996,6091600,69.489929
2015-10-09,71.839996,72.489998,70.860001,71.300003,5573500,68.9676
2015-10-12,71.510002,71.529999,70.32,70.5,4643500,68.193767
2015-10-13,69.959999,71.029999,69.260002,70.169998,4724800,67.874561
2015-10-14,70.110001,71.059998,69.57,70.709999,4042700,68.396897
2015-10-15,70.470001,70.919998,69.760002,70.830002,4547900,68.512974
2015-10-16,70.620003,70.830002,69.110001,69.68,7989400,67.400592
2015-10-19,69.25,69.470001,68.800003,69.269997,5712000,67.004001
2015-10-20,68.860001,71.190002,68.510002,70.269997,6385800,67.971288
2015-10-21,70.589996,71.900002,69.580002,69.669998,8679400,67.390917
2015-10-22,67.919998,72.830002,67.809998,70.879997,13909200,69.327548
2015-10-23,71.709999,72.43,70.660004,71.75,7942500,70.178496
2015-10-26,71.790001,72.300003,71.419998,71.519997,6254500,69.95353
2015-10-27,70.18,71.080002,68.339996,70.389999,8280500,68.848282
2015-10-28,70.75,72.110001,70.480003,71.970001,5486900,70.393678
2015-10-29,71.489998,72.57,71.279999,71.970001,4321300,70.393678
2015-10-30,72.269997,73.279999,71.629997,72.989998,7388700,71.391334
2015-11-02,73.0,74.639999,72.830002,74.339996,5876500,72.711764
2015-11-03,74.440002,75.32,74.199997,74.75,5006100,73.112788
2015-11-04,75.339996,75.93,74.330002,74.550003,5477800,72.917171
2015-11-05,74.650002,75.559998,73.209999,74.220001,6238900,72.594398
2015-11-06,73.419998,73.849998,72.330002,73.839996,5538600,72.222716
2015-11-09,73.43,73.610001,71.480003,71.889999,5914800,70.315429
2015-11-10,71.790001,72.580002,71.629997,72.43,4373800,70.843602
2015-11-11,72.540001,72.849998,71.82,71.910004,4190700,70.334995
2015-11-12,70.82,70.989998,68.410004,68.660004,8731700,67.156178
2015-11-13,68.699997,70.129997,68.5,69.629997,6429600,68.104926
2015-11-16,69.480003,70.620003,69.230003,70.389999,5167600,68.848282
2015-11-17,70.129997,70.360001,69.050003,69.389999,4812000,67.870185
2015-11-18,69.900002,70.449997,69.379997,70.32,3788300,68.779816
2015-11-19,69.5,70.110001,68.599998,70.019997,6296000,68.486384
2015-11-20,70.480003,71.209999,70.160004,71.139999,6495100,69.581855
2015-11-23,70.980003,71.900002,70.889999,71.019997,3847600,69.464481
2015-11-24,70.779999,71.709999,70.440002,71.400002,3846500,69.836163
2015-11-25,71.739998,71.889999,70.720001,71.489998,3493000,69.924188
2015-11-27,71.18,71.529999,70.699997,71.220001,1642100,69.660105
2015-11-30,71.330002,72.790001,71.150002,72.650002,5632900,71.058785
2015-12-01,72.330002,72.639999,70.849998,71.559998,6578400,69.992655
2015-12-02,71.199997,72.129997,70.620003,71.029999,5068200,69.474264
2015-12-03,71.150002,71.220001,69.370003,69.639999,8130800,68.114709
2015-12-04,69.360001,70.029999,68.800003,69.980003,5252000,68.447266
2015-12-07,68.68,68.730003,67.720001,68.360001,6805900,66.862746
2015-12-08,66.989998,67.160004,66.18,66.540001,6866300,65.082608
2015-12-09,66.300003,67.019997,65.160004,65.910004,8578000,64.46641
2015-12-10,65.980003,67.089996,65.910004,66.379997,5768700,64.926109
2015-12-11,65.379997,66.099998,64.480003,65.43,7572600,63.99692
2015-12-14,65.629997,66.18,64.730003,66.120003,7371100,64.671809
2015-12-15,65.459999,66.959999,65.239998,66.75,5989700,65.288008
2015-12-16,66.220001,67.879997,66.139999,67.720001,6747600,66.236764
2015-12-17,67.18,67.510002,64.879997,64.900002,6800000,63.478529
2015-12-18,64.599998,65.870003,64.099998,65.110001,13490900,63.683929
2015-12-21,65.589996,65.82,64.379997,65.239998,5311500,63.811079
2015-12-22,66.25,68.790001,66.110001,68.410004,9697200,66.911653
2015-12-23,69.589996,70.489998,68.989998,69.889999,7586300,68.359234
2015-12-24,69.75,69.900002,69.059998,69.379997,2322100,67.860402
2015-12-28,69.120003,69.18,68.029999,68.580002,3884000,67.077928
2015-12-29,69.220001,69.57,68.620003,69.190002,3539500,67.674568
2015-12-30,68.660004,69.629997,68.57,68.690002,3158500,67.18552
2015-12-31,68.449997,69.099998,67.940002,67.959999,4356400,66.471505
2016-01-04,66.879997,68.080002,65.720001,67.989998,8586900,66.500847
2016-01-05,68.379997,68.440002,66.419998,67.279999,6139100,65.806398
2016-01-06,65.980003,66.849998,65.620003,66.220001,6639300,64.769618
2016-01-07,65.080002,65.519997,63.66,63.939999,8601500,62.539553
2016-01-08,64.330002,64.529999,62.93,63.290001,8278500,61.903792
2016-01-11,63.669998,63.700001,60.849998,61.470001,9669400,60.123654
2016-01-12,62.439999,62.5,60.389999,61.599998,8593100,60.250804
2016-01-13,62.07,62.759998,60.389999,60.889999,7237300,59.556356
2016-01-14,61.240002,62.970001,60.380001,62.27,9241800,60.906132
2016-01-15,59.52,60.09,58.75,59.869999,12674500,59.291872
2016-01-19,60.259998,60.540001,58.48,59.029999,8501100,58.459983
2016-01-20,58.080002,59.380001,56.360001,58.810001,10857700,58.24211
2016-01-21,59.0,60.419998,58.25,59.689999,8798300,59.11361
2016-01-22,61.23,62.560001,60.599998,60.98,7815600,60.391154
2016-01-25,58.959999,59.349998,57.759998,57.91,10971500,57.350799
2016-01-26,58.400002,59.66,58.09,59.16,8141900,58.588729
2016-01-27,58.43,59.889999,57.459999,58.32,11013800,57.75684
2016-01-28,62.009998,62.450001,58.57,61.080002,13567000,60.490191
2016-01-29,61.689999,62.290001,60.759998,62.240002,8221000,61.638989
2016-02-01,61.970001,63.080002,61.380001,62.700001,5955700,62.094546
2016-02-02,61.279999,61.549999,60.48,60.669998,6282300,60.084146
2016-02-03,61.470001,63.599998,59.799999,63.27,8332100,62.659042
2016-02-04,63.599998,66.989998,63.599998,65.959999,12598000,65.323065
2016-02-05,65.669998,66.760002,65.18,66.120003,7463700,65.481524
2016-02-08,65.419998,65.639999,63.66,64.580002,6315500,63.956393
2016-02-09,63.900002,64.410004,63.119999,63.93,5638500,63.312669
2016-02-10,64.269997,64.379997,62.0,62.139999,5955400,61.539953
2016-02-11,60.91,62.310001,60.509998,61.41,7055000,60.817002
2016-02-12,61.990002,63.470001,61.82,63.150002,4297400,62.540202
2016-02-16,64.160004,65.550003,63.509998,65.209999,4819400,64.580307
2016-02-17,66.0,67.790001,65.720001,67.260002,7373800,66.610515
2016-02-18,67.150002,67.599998,65.139999,66.120003,6175500,65.481524
2016-02-19,64.919998,65.519997,64.080002,65.419998,4994900,64.788278
2016-02-22,65.419998,67.519997,65.419998,67.309998,5787700,66.660027
2016-02-23,67.110001,67.239998,65.699997,65.779999,5599400,65.144803
2016-02-24,64.699997,65.970001,63.07,65.879997,6439200,65.243836
2016-02-25,65.889999,66.470001,64.839996,66.470001,4277200,65.828142
2016-02-26,67.389999,68.0,66.449997,66.870003,4149800,66.224281
2016-02-29,67.139999,68.580002,66.489998,67.699997,8643200,67.046261
2016-03-01,68.440002,69.489998,67.339996,69.089996,4451600,68.422838
2016-03-02,68.75,69.93,68.209999,69.379997,4801300,68.710038
2016-03-03,69.620003,72.080002,69.389999,71.75,7172700,71.057155
2016-03-04,72.089996,73.959999,71.540001,72.839996,9521500,72.136626
2016-03-07,72.800003,75.730003,72.800003,74.769997,10740400,74.04799
2016-03-08,73.779999,74.110001,71.519997,71.730003,8748400,71.037352
2016-03-09,72.330002,72.699997,71.260002,71.870003,4907900,71.175999
2016-03-10,72.029999,72.029999,70.489998,71.360001,6352400,70.670922
2016-03-11,72.360001,73.099998,72.279999,72.800003,4787000,72.097019
2016-03-14,72.730003,73.440002,72.129997,72.730003,5060000,72.027696
2016-03-15,71.440002,72.470001,70.860001,72.440002,4674400,71.740495
2016-03-16,72.589996,74.510002,72.199997,74.339996,6641200,73.622142
2016-03-17,74.199997,76.300003,73.519997,75.900002,13316000,75.167083
2016-03-18,76.080002,76.940002,74.639999,75.470001,13750200,74.741235
2016-03-21,75.529999,76.349998,75.040001,75.889999,4315700,75.157178
2016-03-22,75.589996,76.080002,75.239998,75.550003,3625600,74.820464
2016-03-23,74.970001,75.120003,73.57,73.68,5352900,72.968519
2016-03-24,72.93,75.349998,72.730003,75.290001,7036100,74.562973
2016-03-28,75.150002,75.550003,74.459999,75.32,3425400,74.592682
2016-03-29,74.970001,76.050003,74.190002,76.010002,4085000,75.276021
2016-03-30,76.940002,77.25,76.010002,76.510002,4886800,75.771193
2016-03-31,76.300003,77.129997,76.239998,76.540001,4348700,75.800902
2016-04-01,75.650002,76.870003,74.669998,76.790001,4878300,76.048488
2016-04-04,76.559998,77.040001,75.419998,75.720001,4349500,74.988821
2016-04-05,75.32,75.849998,74.599998,75.239998,4386800,74.513453
2016-04-06,75.519997,75.57,73.699997,75.220001,4929800,74.493649
2016-04-07,74.489998,74.68,73.760002,74.169998,4800800,73.453785
2016-04-08,75.029999,75.25,74.0,74.349998,4911000,73.632047
2016-04-11,74.610001,75.779999,74.610001,74.629997,3904800,73.909342
2016-04-12,75.059998,76.739998,74.470001,76.099998,5129600,75.365149
2016-04-13,76.870003,79.160004,76.559998,79.129997,9365700,78.365889
2016-04-14,79.440002,79.720001,78.370003,79.050003,5372300,78.286667
2016-04-15,79.379997,79.779999,78.730003,79.169998,5508500,78.405503
2016-04-18,78.470001,79.870003,78.139999,79.25,4822200,78.484733
2016-04-19,79.989998,80.889999,79.459999,80.389999,6283500,79.613724
2016-04-20,80.25,80.599998,79.300003,79.739998,5356800,78.969999
2016-04-21,78.75,79.580002,78.190002,78.660004,6509100,78.660004
2016-04-22,78.93,79.18,77.199997,78.32,10099600,78.32
2016-04-25,78.5,78.860001,76.199997,76.790001,8079800,76.790001
2016-04-26,77.150002,77.739998,76.470001,77.650002,6052100,77.650002
2016-04-27,77.980003,78.889999,77.599998,78.68,4412700,78.68
2016-04-28,78.029999,79.169998,77.599998,77.75,4817400,77.75
2016-04-29,78.019997,79.0,77.32,77.720001,7665100,77.720001
2016-05-02,77.349998,78.07,76.620003,77.839996,3326100,77.839996
2016-05-03,76.849998,77.099998,75.580002,76.360001,4780900,76.360001
2016-05-04,76.18,76.309998,73.900002,74.239998,6867000,74.239998
2016-05-05,74.150002,74.599998,72.699997,72.790001,8064000,72.790001
2016-05-06,72.160004,73.419998,71.620003,73.360001,6933000,73.360001
2016-05-09,72.330002,72.629997,70.57,70.779999,9374600,70.779999
2016-05-10,70.779999,72.709999,70.589996,72.510002,6505300,72.510002
2016-05-11,72.849998,73.610001,72.360001,72.43,4583700,72.43
2016-05-12,72.919998,73.239998,71.18,71.699997,4431400,71.699997
2016-05-13,71.629997,71.779999,70.059998,70.07,6392700,70.07
2016-05-16,70.389999,71.699997,70.099998,70.699997,4500300,70.699997
2016-05-17,70.699997,72.18,70.449997,71.050003,4829600,71.050003
2016-05-18,70.620003,71.870003,70.080002,70.589996,5159800,70.589996
2016-05-19,69.93,70.120003,69.040001,69.43,6129700,69.43
2016-05-20,70.0,70.779999,69.75,69.870003,5517000,69.870003
2016-05-23,69.800003,70.949997,69.589996,70.400002,3992800,70.400002
2016-05-24,70.779999,71.25,70.25,71.089996,3838800,71.089996
2016-05-25,71.629997,72.699997,71.260002,72.57,5035400,72.57
2016-05-26,73.239998,73.589996,72.059998,72.080002,4110300,72.080002
2016-05-27,72.150002,72.199997,71.5,71.959999,2943900,71.959999
2016-05-31,72.029999,73.169998,71.949997,72.510002,4010200,72.510002
2016-06-01,71.980003,72.489998,71.269997,72.269997,2698600,72.269997
2016-06-02,72.599998,73.639999,72.279999,73.620003,4569300,73.620003
2016-06-03,73.650002,75.139999,73.099998,75.040001,6580100,75.040001
2016-06-06,75.360001,76.529999,75.110001,76.419998,4771600,76.419998
2016-06-07,76.529999,77.279999,76.440002,76.809998,4216100,76.809998
2016-06-08,77.5,78.699997,77.260002,78.110001,5509100,78.110001
2016-06-09,77.389999,77.5,76.639999,77.160004,3773700,77.160004
2016-06-10,76.32,76.559998,75.379997,76.029999,4854200,76.029999
2016-06-13,75.699997,76.339996,75.230003,75.230003,4050800,75.230003
